series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,center_localization_half_width_px,segment_break,status,candidate_id,reviewed_by,review_decision,review_reason,evidence_segment_break,curve_topology,curve_segment,curve_order,data_id,data_provenance,topology_provenance
p3,892.2494131639835,22.428790053135387,2.2995994285149663,0.0936751858931899,268,366.0,10.0,0.5,False,visible,line-p3-000152,example-reviewer,accepted,,False,continuous,0,151,curve-p3-000152,reviewed_visible_observation,confirmed_continuous_curve
p3,896.848612021013,23.271866726173997,2.299599428514739,0.0936751858931899,269,361.5,12.5,0.5,False,visible,line-p3-000153,example-reviewer,accepted,,False,continuous,0,152,curve-p3-000153,reviewed_visible_observation,confirmed_continuous_curve
p3,901.4478108780424,26.26947267475572,2.2995994285149663,0.0936751858931757,270,345.5,4.5,0.5,False,visible,line-p3-000154,example-reviewer,accepted,,False,continuous,0,153,curve-p3-000154,reviewed_visible_observation,confirmed_continuous_curve
p3,906.0470097350722,26.925198976007962,2.299599428514739,0.0936751858931828,271,342.0,1.0,0.5,False,visible,line-p3-000155,example-reviewer,accepted,,False,continuous,0,154,curve-p3-000155,reviewed_visible_observation,confirmed_continuous_curve
p3,910.6462085921016,37.229469424257616,2.2995994285149663,0.0936751858931828,272,287.0,43.5,0.5,False,visible,line-p3-000156,example-reviewer,accepted,,False,continuous,0,155,curve-p3-000156,reviewed_visible_observation,confirmed_continuous_curve
p3,915.2454074491313,37.229469424257616,2.299599428514739,0.0936751858931828,273,287.0,70.0,0.5,False,visible,line-p3-000157,example-reviewer,accepted,,False,continuous,0,156,curve-p3-000157,reviewed_visible_observation,confirmed_continuous_curve
p3,919.8446063061608,41.632203161237015,2.2995994285149663,0.0936751858931828,274,263.5,48.0,0.5,False,visible,line-p3-000158,example-reviewer,accepted,,False,continuous,0,157,curve-p3-000158,reviewed_visible_observation,confirmed_continuous_curve
p3,924.4438051631905,45.6602361546437,2.299599428514739,0.0936751858931828,275,242.0,63.5,0.5,False,visible,line-p3-000159,example-reviewer,accepted,,False,continuous,0,158,curve-p3-000159,reviewed_visible_observation,confirmed_continuous_curve
p3,929.04300402022,41.44485278945066,2.299599428514739,0.0936751858931757,276,264.5,43.5,0.5,False,visible,line-p3-000160,example-reviewer,accepted,,False,continuous,0,159,curve-p3-000160,reviewed_visible_observation,confirmed_continuous_curve
p3,938.2414017342792,25.239045629930757,2.299599428514739,0.0936751858931899,278,351.0,3.5,0.5,False,visible,line-p3-000161,example-reviewer,accepted,,True,continuous,0,160,curve-p3-000161,reviewed_visible_observation,confirmed_continuous_curve
p3,947.4397994483384,25.70742155939665,2.299599428514739,0.0936751858931899,280,348.5,1.5,0.5,False,visible,line-p3-000162,example-reviewer,accepted,,True,continuous,0,161,curve-p3-000162,reviewed_visible_observation,confirmed_continuous_curve
p3,952.0389983053681,25.332720815823933,2.2995994285149663,0.0936751858931757,281,350.5,2.5,0.5,False,visible,line-p3-000163,example-reviewer,accepted,,False,continuous,0,162,curve-p3-000163,reviewed_visible_observation,confirmed_continuous_curve
p3,956.6381971623975,24.86434488635804,2.299599428514739,0.0936751858931757,282,353.0,2.0,0.5,False,visible,line-p3-000164,example-reviewer,accepted,,False,continuous,0,163,curve-p3-000164,reviewed_visible_observation,confirmed_continuous_curve
p3,961.237396019427,21.960414123669494,2.2995994285149663,0.0936751858931899,283,368.5,9.5,0.5,False,visible,line-p3-000165,example-reviewer,accepted,,False,continuous,0,164,curve-p3-000165,reviewed_visible_observation,confirmed_continuous_curve
p3,965.8365948764567,21.679388565989967,2.299599428514739,0.0936751858931757,284,370.0,14.0,0.5,False,visible,line-p3-000166,example-reviewer,accepted,,False,continuous,0,165,curve-p3-000166,reviewed_visible_observation,confirmed_continuous_curve
p3,970.4357937334862,16.05887741239924,2.2995994285149663,0.0936751858931899,285,400.0,13.5,0.5,False,visible,line-p3-000167,example-reviewer,accepted,,False,continuous,0,166,curve-p3-000167,reviewed_visible_observation,confirmed_continuous_curve
p3,975.0349925905159,13.529647393283426,2.299599428514739,0.0936751858931757,286,413.5,6.5,0.5,False,visible,line-p3-000168,example-reviewer,accepted,,False,continuous,0,167,curve-p3-000168,reviewed_visible_observation,confirmed_continuous_curve
p3,979.6341914475454,11.656143675419855,2.2995994285149663,0.0936751858931899,287,423.5,2.5,0.5,False,visible,line-p3-000169,example-reviewer,accepted,,False,continuous,0,168,curve-p3-000169,reviewed_visible_observation,confirmed_continuous_curve
p3,984.2333903045751,11.937169233099382,2.299599428514739,0.0936751858931757,288,422.0,3.0,0.5,False,visible,line-p3-000170,example-reviewer,accepted,,False,continuous,0,169,curve-p3-000170,reviewed_visible_observation,confirmed_continuous_curve
p3,988.8325891616046,12.405545162565275,2.299599428514739,0.0936751858931899,289,419.5,0.5,0.5,False,visible,line-p3-000171,example-reviewer,accepted,,False,continuous,0,170,curve-p3-000171,reviewed_visible_observation,confirmed_continuous_curve
p3,993.4317880186343,14.934775181681104,2.2995994285149663,0.0936751858931757,290,406.0,2.0,0.5,False,visible,line-p3-000172,example-reviewer,accepted,,False,continuous,0,171,curve-p3-000172,reviewed_visible_observation,confirmed_continuous_curve
p3,998.0309868756638,15.309475925253821,2.299599428514739,0.0936751858931757,291,404.0,4.0,0.5,False,visible,line-p3-000173,example-reviewer,accepted,,False,continuous,0,172,curve-p3-000173,reviewed_visible_observation,confirmed_continuous_curve
p3,1002.6301857326935,15.87152704061289,2.2995994285149663,0.0936751858931757,292,401.0,2.0,0.5,False,visible,line-p3-000174,example-reviewer,accepted,,False,continuous,0,173,curve-p3-000174,reviewed_visible_observation,confirmed_continuous_curve
p3,1011.8285834467526,18.494432245621894,2.2995994285149663,0.0936751858931757,294,387.0,2.0,0.5,False,visible,line-p3-000175,example-reviewer,accepted,,True,continuous,0,174,curve-p3-000175,reviewed_visible_observation,confirmed_continuous_curve
p3,1016.4277823037821,18.77545780330142,2.299599428514739,0.0936751858931899,295,385.5,2.5,0.5,False,visible,line-p3-000176,example-reviewer,accepted,,False,continuous,0,175,curve-p3-000176,reviewed_visible_observation,confirmed_continuous_curve
p3,1021.0269811608116,19.150158546874138,2.2995994285149663,0.0936751858931757,296,383.5,0.5,0.5,False,visible,line-p3-000177,example-reviewer,accepted,,False,continuous,0,176,curve-p3-000177,reviewed_visible_observation,confirmed_continuous_curve
p3,1030.2253788748708,16.90195408543785,2.2995994285149663,0.0936751858931757,298,395.5,0.5,0.5,False,visible,line-p3-000178,example-reviewer,accepted,,True,continuous,0,177,curve-p3-000178,reviewed_visible_observation,confirmed_continuous_curve
p3,1034.8245777319005,16.246227784185606,2.299599428514739,0.0936751858931757,299,399.0,4.0,0.5,False,visible,line-p3-000179,example-reviewer,accepted,,False,continuous,0,178,curve-p3-000179,reviewed_visible_observation,confirmed_continuous_curve
p3,1039.42377658893,17.276654829010567,2.2995994285149663,0.0936751858931757,300,393.5,9.5,0.5,False,visible,line-p3-000180,example-reviewer,accepted,,False,continuous,0,179,curve-p3-000180,reviewed_visible_observation,confirmed_continuous_curve
p3,1044.0229754459597,18.86913298919461,2.299599428514739,0.0936751858931899,301,385.0,14.5,0.5,False,visible,line-p3-000181,example-reviewer,accepted,,False,continuous,0,180,curve-p3-000181,reviewed_visible_observation,confirmed_continuous_curve
p3,1048.6221743029892,22.522465239028577,2.299599428514739,0.0936751858931899,302,365.5,11.5,0.5,False,visible,line-p3-000182,example-reviewer,accepted,,False,continuous,0,181,curve-p3-000182,reviewed_visible_observation,confirmed_continuous_curve
p3,1053.2213731600189,25.42639600171711,2.2995994285149663,0.0936751858931757,303,350.0,4.0,0.5,False,visible,line-p3-000183,example-reviewer,accepted,,False,continuous,0,182,curve-p3-000183,reviewed_visible_observation,confirmed_continuous_curve
p3,1057.8205720170483,25.801096745289826,2.299599428514739,0.0936751858931757,304,348.0,2.0,0.5,False,visible,line-p3-000184,example-reviewer,accepted,,False,continuous,0,183,curve-p3-000184,reviewed_visible_observation,confirmed_continuous_curve
p3,1076.2173674451667,25.05169525814439,2.299599428514739,0.0936751858931757,308,352.0,2.0,0.5,False,visible,line-p3-000185,example-reviewer,accepted,,True,continuous,0,184,curve-p3-000185,reviewed_visible_observation,confirmed_continuous_curve
p3,1080.8165663021962,24.489644142785323,2.2995994285149663,0.0936751858931757,309,355.0,4.0,0.5,False,visible,line-p3-000186,example-reviewer,accepted,,False,continuous,0,185,curve-p3-000186,reviewed_visible_observation,confirmed_continuous_curve
p3,1085.4157651592259,24.114943399212606,2.299599428514739,0.0936751858931757,310,357.0,2.0,0.5,False,visible,line-p3-000187,example-reviewer,accepted,,False,continuous,0,186,curve-p3-000187,reviewed_visible_observation,confirmed_continuous_curve
p3,1090.0149640162554,21.398363008310426,2.2995994285149663,0.0936751858931757,311,371.5,2.0,0.5,False,visible,line-p3-000188,example-reviewer,accepted,,False,continuous,0,187,curve-p3-000188,reviewed_visible_observation,confirmed_continuous_curve
p3,1094.614162873285,20.836311892951358,2.299599428514739,0.0936751858931757,312,374.5,3.5,0.5,False,visible,line-p3-000189,example-reviewer,accepted,,False,continuous,0,188,curve-p3-000189,reviewed_visible_observation,confirmed_continuous_curve
p3,1099.2133617303145,20.367935963485465,2.2995994285149663,0.0936751858931757,313,377.0,2.0,0.5,False,visible,line-p3-000190,example-reviewer,accepted,,False,continuous,0,189,curve-p3-000190,reviewed_visible_observation,confirmed_continuous_curve
p3,1103.8125605873443,21.960414123669494,2.299599428514739,0.0936751858931899,314,368.5,1.5,0.5,False,visible,line-p3-000191,example-reviewer,accepted,,False,continuous,0,190,curve-p3-000191,reviewed_visible_observation,confirmed_continuous_curve
p3,1108.4117594443737,22.428790053135387,2.299599428514739,0.0936751858931899,315,366.0,4.5,0.5,False,visible,line-p3-000192,example-reviewer,accepted,,False,continuous,0,191,curve-p3-000192,reviewed_visible_observation,confirmed_continuous_curve
p3,1113.0109583014034,22.99084116849447,2.2995994285149663,0.0936751858931899,316,363.0,3.0,0.5,False,visible,line-p3-000193,example-reviewer,accepted,,False,continuous,0,192,curve-p3-000193,reviewed_visible_observation,confirmed_continuous_curve
p3,1117.610157158433,25.801096745289826,2.299599428514739,0.0936751858931757,317,348.0,2.0,0.5,False,visible,line-p3-000194,example-reviewer,accepted,,False,continuous,0,193,curve-p3-000194,reviewed_visible_observation,confirmed_continuous_curve
p3,1122.2093560154626,25.894771931183,2.2995994285149663,0.0936751858931757,318,347.5,1.5,0.5,False,visible,line-p3-000195,example-reviewer,accepted,,False,continuous,0,194,curve-p3-000195,reviewed_visible_observation,confirmed_continuous_curve
p3,1126.808554872492,25.988447117076177,2.299599428514739,0.0936751858931899,319,347.0,1.0,0.5,False,visible,line-p3-000196,example-reviewer,accepted,,False,continuous,0,195,curve-p3-000196,reviewed_visible_observation,confirmed_continuous_curve
p3,1131.4077537295218,25.70742155939665,2.2995994285149663,0.0936751858931899,320,348.5,1.5,0.5,False,visible,line-p3-000197,example-reviewer,accepted,,False,continuous,0,196,curve-p3-000197,reviewed_visible_observation,confirmed_continuous_curve
p3,1136.0069525865513,25.520071187610284,2.299599428514739,0.0936751858931757,321,349.5,0.5,0.5,False,visible,line-p3-000198,example-reviewer,accepted,,False,continuous,0,197,curve-p3-000198,reviewed_visible_observation,confirmed_continuous_curve
p3,1149.80454915764,24.5833193286785,2.2995994285149663,0.0936751858931757,324,354.5,1.5,0.5,False,visible,line-p3-000199,example-reviewer,accepted,,True,continuous,0,198,curve-p3-000199,reviewed_visible_observation,confirmed_continuous_curve
p3,1154.4037480146696,25.145370444037567,2.299599428514739,0.0936751858931899,325,351.5,3.5,0.5,False,visible,line-p3-000200,example-reviewer,accepted,,False,continuous,0,199,curve-p3-000200,reviewed_visible_observation,confirmed_continuous_curve
p3,1159.0029468716991,25.520071187610284,2.299599428514739,0.0936751858931757,326,349.5,2.5,0.5,False,visible,line-p3-000201,example-reviewer,accepted,,False,continuous,0,200,curve-p3-000201,reviewed_visible_observation,confirmed_continuous_curve
p3,1168.2013445857583,23.084516354387645,2.299599428514739,0.0936751858931757,328,362.5,4.5,0.5,False,visible,line-p3-000202,example-reviewer,accepted,,True,continuous,0,201,curve-p3-000202,reviewed_visible_observation,confirmed_continuous_curve
p3,1172.800543442788,21.30468782241725,2.2995994285149663,0.0936751858931757,329,372.0,13.0,0.5,False,visible,line-p3-000203,example-reviewer,accepted,,False,continuous,0,202,curve-p3-000203,reviewed_visible_observation,confirmed_continuous_curve
p3,1177.3997422998175,19.43118410455368,2.299599428514739,0.0936751858931757,330,382.0,5.0,0.5,False,visible,line-p3-000204,example-reviewer,accepted,,False,continuous,0,203,curve-p3-000204,reviewed_visible_observation,confirmed_continuous_curve
p3,1181.9989411568472,18.681782617408246,2.2995994285149663,0.0936751858931757,331,386.0,0.5,0.5,False,visible,line-p3-000205,example-reviewer,accepted,,False,continuous,0,204,curve-p3-000205,reviewed_visible_observation,confirmed_continuous_curve
p3,1191.1973388709062,18.213406687942353,2.2995994285149663,0.0936751858931757,333,388.5,0.5,0.5,False,visible,line-p3-000206,example-reviewer,accepted,,True,continuous,0,205,curve-p3-000206,reviewed_visible_observation,confirmed_continuous_curve
p3,1195.7965377279359,18.40075705972872,2.299599428514739,0.0936751858931899,334,387.5,1.5,0.5,False,visible,line-p3-000207,example-reviewer,accepted,,False,continuous,0,206,curve-p3-000207,reviewed_visible_observation,confirmed_continuous_curve
p3,1204.994935441995,19.43118410455368,2.299599428514739,0.0936751858931757,336,382.0,2.0,0.5,False,visible,line-p3-000208,example-reviewer,accepted,,True,continuous,0,207,curve-p3-000208,reviewed_visible_observation,confirmed_continuous_curve
p3,1209.5941342990245,18.77545780330142,2.2995994285149663,0.0936751858931899,337,385.5,1.5,0.5,False,visible,line-p3-000209,example-reviewer,accepted,,False,continuous,0,208,curve-p3-000209,reviewed_visible_observation,confirmed_continuous_curve
p3,1214.1933331560542,18.213406687942353,2.299599428514739,0.0936751858931757,338,388.5,4.5,0.5,False,visible,line-p3-000210,example-reviewer,accepted,,False,continuous,0,209,curve-p3-000210,reviewed_visible_observation,confirmed_continuous_curve
p3,1218.7925320130837,17.838705944369636,2.299599428514739,0.0936751858931899,339,390.5,2.5,0.5,False,visible,line-p3-000211,example-reviewer,accepted,,False,continuous,0,210,curve-p3-000211,reviewed_visible_observation,confirmed_continuous_curve
p3,1227.9909297271429,15.309475925253821,2.299599428514739,0.0936751858931757,341,404.0,2.0,0.5,False,visible,line-p3-000212,example-reviewer,accepted,,True,continuous,0,211,curve-p3-000212,reviewed_visible_observation,confirmed_continuous_curve
p3,1232.5901285841726,14.841099995787928,2.2995994285149663,0.0936751858931899,342,406.5,4.5,0.5,False,visible,line-p3-000213,example-reviewer,accepted,,False,continuous,0,212,curve-p3-000213,reviewed_visible_observation,confirmed_continuous_curve
p3,1237.189327441202,12.030844418992558,2.299599428514739,0.0936751858931899,343,421.5,10.0,0.5,False,visible,line-p3-000214,example-reviewer,accepted,,False,continuous,0,213,curve-p3-000214,reviewed_visible_observation,confirmed_continuous_curve
p3,1241.7885262982318,11.187767745953963,2.2995994285149663,0.0936751858931899,344,426.0,4.0,0.5,False,visible,line-p3-000215,example-reviewer,accepted,,False,continuous,0,214,curve-p3-000215,reviewed_visible_observation,confirmed_continuous_curve
p3,1246.3877251552613,7.9091362396927,2.299599428514739,0.0936751858931899,345,443.5,10.5,0.5,False,visible,line-p3-000216,example-reviewer,accepted,,False,continuous,0,215,curve-p3-000216,reviewed_visible_observation,confirmed_continuous_curve
p3,1250.9869240122907,6.785034008974563,2.2995994285149663,0.0936751858931757,346,449.5,10.5,0.5,False,visible,line-p3-000217,example-reviewer,accepted,,False,continuous,0,216,curve-p3-000217,reviewed_visible_observation,confirmed_continuous_curve
p3,1255.5861228693204,3.412727316820124,2.299599428514739,0.0936751858931899,347,467.5,10.0,0.5,False,visible,line-p3-000218,example-reviewer,accepted,,False,continuous,0,217,curve-p3-000218,reviewed_visible_observation,confirmed_continuous_curve
p3,1260.18532172635,0.6961469259179438,2.2995994285149663,0.0936751858931899,348,482.0,7.0,0.5,False,visible,line-p3-000219,example-reviewer,accepted,,False,continuous,0,218,curve-p3-000219,reviewed_visible_observation,confirmed_continuous_curve
p3,1264.7845205833796,1.5392235989565535,2.299599428514739,0.0936751858931757,349,477.5,11.5,0.5,False,visible,line-p3-000220,example-reviewer,accepted,,False,continuous,0,219,curve-p3-000220,reviewed_visible_observation,confirmed_continuous_curve
p3,1269.383719440409,5.192555848790519,2.2995994285149663,0.0936751858931899,350,458.0,11.5,0.5,False,visible,line-p3-000221,example-reviewer,accepted,,False,continuous,0,220,curve-p3-000221,reviewed_visible_observation,confirmed_continuous_curve
p3,1273.9829182974388,12.124519604885748,2.299599428514739,0.0936751858931899,351,421.0,19.5,0.5,False,visible,line-p3-000222,example-reviewer,accepted,,False,continuous,0,221,curve-p3-000222,reviewed_visible_observation,confirmed_continuous_curve
p3,1278.5821171544683,16.246227784185606,2.299599428514739,0.0936751858931757,352,399.0,16.0,0.5,False,visible,line-p3-000223,example-reviewer,accepted,,False,continuous,0,222,curve-p3-000223,reviewed_visible_observation,confirmed_continuous_curve
p3,1283.181316011498,19.337508918660504,2.2995994285149663,0.0936751858931899,353,382.5,10.0,0.5,False,visible,line-p3-000224,example-reviewer,accepted,,False,continuous,0,223,curve-p3-000224,reviewed_visible_observation,confirmed_continuous_curve
p3,1287.7805148685275,20.086910405805924,2.299599428514739,0.0936751858931757,354,378.5,0.5,0.5,False,visible,line-p3-000225,example-reviewer,accepted,,False,continuous,0,224,curve-p3-000225,reviewed_visible_observation,confirmed_continuous_curve
p3,1292.3797137255572,22.803490796708104,2.2995994285149663,0.0936751858931757,355,364.0,4.0,0.5,False,visible,line-p3-000226,example-reviewer,accepted,,False,continuous,0,225,curve-p3-000226,reviewed_visible_observation,confirmed_continuous_curve
p3,1296.9789125825866,23.271866726173997,2.299599428514739,0.0936751858931899,356,361.5,2.5,0.5,False,visible,line-p3-000227,example-reviewer,accepted,,False,continuous,0,226,curve-p3-000227,reviewed_visible_observation,confirmed_continuous_curve
p3,1310.7765091536753,22.99084116849447,2.2995994285149663,0.0936751858931899,359,363.0,0.5,0.5,False,visible,line-p3-000228,example-reviewer,accepted,,True,continuous,0,227,curve-p3-000228,reviewed_visible_observation,confirmed_continuous_curve
p3,1315.375708010705,22.522465239028577,2.299599428514739,0.0936751858931899,360,365.5,3.5,0.5,False,visible,line-p3-000229,example-reviewer,accepted,,False,continuous,0,228,curve-p3-000229,reviewed_visible_observation,confirmed_continuous_curve
p3,1319.9749068677345,21.960414123669494,2.2995994285149663,0.0936751858931899,361,368.5,3.5,0.5,False,visible,line-p3-000230,example-reviewer,accepted,,False,continuous,0,229,curve-p3-000230,reviewed_visible_observation,confirmed_continuous_curve
p3,1324.5741057247642,18.86913298919461,2.299599428514739,0.0936751858931899,362,385.0,10.0,0.5,False,visible,line-p3-000231,example-reviewer,accepted,,False,continuous,0,230,curve-p3-000231,reviewed_visible_observation,confirmed_continuous_curve
p3,1329.1733045817937,18.30708187383553,2.2995994285149663,0.0936751858931899,363,388.0,11.0,0.5,False,visible,line-p3-000232,example-reviewer,accepted,,False,continuous,0,231,curve-p3-000232,reviewed_visible_observation,confirmed_continuous_curve
p3,1333.7725034388234,14.934775181681104,2.299599428514739,0.0936751858931757,364,406.0,5.0,0.5,False,visible,line-p3-000233,example-reviewer,accepted,,False,continuous,0,232,curve-p3-000233,reviewed_visible_observation,confirmed_continuous_curve
p3,1338.3717022958529,13.716997765069777,2.299599428514739,0.0936751858931757,365,412.5,7.5,0.5,False,visible,line-p3-000234,example-reviewer,accepted,,False,continuous,0,233,curve-p3-000234,reviewed_visible_observation,confirmed_continuous_curve
p3,1342.9709011528826,13.998023322749319,2.2995994285149663,0.0936751858931757,366,411.0,14.0,0.5,False,visible,line-p3-000235,example-reviewer,accepted,,False,continuous,0,234,curve-p3-000235,reviewed_visible_observation,confirmed_continuous_curve
p3,1347.570100009912,18.681782617408246,2.299599428514739,0.0936751858931757,367,386.0,13.0,0.5,False,visible,line-p3-000236,example-reviewer,accepted,,False,continuous,0,235,curve-p3-000236,reviewed_visible_observation,confirmed_continuous_curve
p3,1352.1692988669417,20.46161114937864,2.2995994285149663,0.0936751858931757,368,376.5,4.5,0.5,False,visible,line-p3-000237,example-reviewer,accepted,,False,continuous,0,236,curve-p3-000237,reviewed_visible_observation,confirmed_continuous_curve
p3,1356.7684977239712,23.83391784153308,2.299599428514739,0.0936751858931899,369,358.5,9.5,0.5,False,visible,line-p3-000238,example-reviewer,accepted,,False,continuous,0,237,curve-p3-000238,reviewed_visible_observation,confirmed_continuous_curve
p3,1361.367696581001,24.02126821331943,2.2995994285149663,0.0936751858931757,370,357.5,3.5,0.5,False,visible,line-p3-000239,example-reviewer,accepted,,False,continuous,0,238,curve-p3-000239,reviewed_visible_observation,confirmed_continuous_curve
p3,1365.9668954380304,24.5833193286785,2.299599428514739,0.0936751858931757,371,354.5,0.5,0.5,False,visible,line-p3-000240,example-reviewer,accepted,,False,continuous,0,239,curve-p3-000240,reviewed_visible_observation,confirmed_continuous_curve
p3,1370.5660942950599,24.489644142785323,2.2995994285149663,0.0936751858931757,372,355.0,0.5,0.5,False,visible,line-p3-000241,example-reviewer,accepted,,False,continuous,0,240,curve-p3-000241,reviewed_visible_observation,confirmed_continuous_curve
p3,1379.764492009119,22.522465239028577,2.2995994285149663,0.0936751858931899,374,365.5,0.5,0.5,False,visible,line-p3-000242,example-reviewer,accepted,,True,continuous,0,241,curve-p3-000242,reviewed_visible_observation,confirmed_continuous_curve
p3,1384.3636908661488,22.522465239028577,2.299599428514739,0.0936751858931899,375,365.5,0.5,0.5,False,visible,line-p3-000243,example-reviewer,accepted,,False,continuous,0,242,curve-p3-000243,reviewed_visible_observation,confirmed_continuous_curve
p3,1388.9628897231783,22.70981561081493,2.2995994285149663,0.0936751858931757,376,364.5,2.5,0.5,False,visible,line-p3-000244,example-reviewer,accepted,,False,continuous,0,243,curve-p3-000244,reviewed_visible_observation,confirmed_continuous_curve
p3,1393.562088580208,23.17819154028082,2.299599428514739,0.0936751858931757,377,362.0,3.5,0.5,False,visible,line-p3-000245,example-reviewer,accepted,,False,continuous,0,244,curve-p3-000245,reviewed_visible_observation,confirmed_continuous_curve
p3,1398.1612874372374,23.552892283853538,2.299599428514739,0.0936751858931757,378,360.0,1.0,0.5,False,visible,line-p3-000246,example-reviewer,accepted,,False,continuous,0,245,curve-p3-000246,reviewed_visible_observation,confirmed_continuous_curve
p3,1407.3596851512966,22.054089309562684,2.299599428514739,0.0936751858931899,380,368.0,4.0,0.5,False,visible,line-p3-000247,example-reviewer,accepted,,True,continuous,0,246,curve-p3-000247,reviewed_visible_observation,confirmed_continuous_curve
p3,1411.9588840083263,21.773063751883143,2.2995994285149663,0.0936751858931757,381,369.5,14.5,0.5,False,visible,line-p3-000248,example-reviewer,accepted,,False,continuous,0,247,curve-p3-000248,reviewed_visible_observation,confirmed_continuous_curve
p3,1416.5580828653558,15.309475925253821,2.299599428514739,0.0936751858931757,382,404.0,15.5,0.5,False,visible,line-p3-000249,example-reviewer,accepted,,False,continuous,0,248,curve-p3-000249,reviewed_visible_observation,confirmed_continuous_curve
p3,1421.1572817223855,15.02845036757428,2.2995994285149663,0.0936751858931757,383,405.5,14.0,0.5,False,visible,line-p3-000250,example-reviewer,accepted,,False,continuous,0,249,curve-p3-000250,reviewed_visible_observation,confirmed_continuous_curve
p3,1425.756480579415,18.119731502049177,2.299599428514739,0.0936751858931757,384,389.0,21.5,0.5,False,visible,line-p3-000251,example-reviewer,accepted,,False,continuous,0,250,curve-p3-000251,reviewed_visible_observation,confirmed_continuous_curve
p3,1430.3556794364445,21.58571338009679,2.2995994285149663,0.0936751858931899,385,370.5,11.0,0.5,False,visible,line-p3-000252,example-reviewer,accepted,,False,continuous,0,251,curve-p3-000252,reviewed_visible_observation,confirmed_continuous_curve
p3,1434.9548782934742,24.958020072251216,2.299599428514739,0.0936751858931757,386,352.5,4.5,0.5,False,visible,line-p3-000253,example-reviewer,accepted,,False,continuous,0,252,curve-p3-000253,reviewed_visible_observation,confirmed_continuous_curve
p3,1439.5540771505036,25.239045629930757,2.2995994285149663,0.0936751858931899,387,351.0,3.0,0.5,False,visible,line-p3-000254,example-reviewer,accepted,,False,continuous,0,253,curve-p3-000254,reviewed_visible_observation,confirmed_continuous_curve
p3,1448.7524748645628,24.395968956892148,2.2995994285149663,0.0936751858931757,389,355.5,1.5,0.5,False,visible,line-p3-000255,example-reviewer,accepted,,True,continuous,0,254,curve-p3-000255,reviewed_visible_observation,confirmed_continuous_curve
p3,1453.3516737215925,23.927593027426255,2.299599428514739,0.0936751858931757,390,358.0,9.0,0.5,False,visible,line-p3-000256,example-reviewer,accepted,,False,continuous,0,255,curve-p3-000256,reviewed_visible_observation,confirmed_continuous_curve
p3,1457.950872578622,19.993235219912748,2.299599428514739,0.0936751858931757,391,379.0,20.5,0.5,False,visible,line-p3-000257,example-reviewer,accepted,,False,continuous,0,256,curve-p3-000257,reviewed_visible_observation,confirmed_continuous_curve
p3,1462.5500714356517,16.808278899544675,2.2995994285149663,0.0936751858931757,392,396.0,23.0,0.5,False,visible,line-p3-000258,example-reviewer,accepted,,False,continuous,0,257,curve-p3-000258,reviewed_visible_observation,confirmed_continuous_curve
p3,1467.1492702926812,10.251015887022177,2.299599428514739,0.0936751858931899,393,431.0,16.5,0.5,False,visible,line-p3-000259,example-reviewer,accepted,,False,continuous,0,258,curve-p3-000259,reviewed_visible_observation,confirmed_continuous_curve
p3,1471.748469149711,9.688964771663095,2.2995994285149663,0.0936751858931899,394,434.0,12.5,0.5,False,visible,line-p3-000260,example-reviewer,accepted,,False,continuous,0,259,curve-p3-000260,reviewed_visible_observation,confirmed_continuous_curve
p3,1476.3476680067404,12.780245906137992,2.299599428514739,0.0936751858931757,395,417.5,10.5,0.5,False,visible,line-p3-000261,example-reviewer,accepted,,False,continuous,0,260,curve-p3-000261,reviewed_visible_observation,confirmed_continuous_curve
p3,1480.94686686377,15.590501482933348,2.2995994285149663,0.0936751858931899,396,402.5,9.5,0.5,False,visible,line-p3-000262,example-reviewer,accepted,,False,continuous,0,261,curve-p3-000262,reviewed_visible_observation,confirmed_continuous_curve
p3,1485.5460657207996,16.433578155971958,2.299599428514739,0.0936751858931757,397,398.0,3.0,0.5,False,visible,line-p3-000263,example-reviewer,accepted,,False,continuous,0,262,curve-p3-000263,reviewed_visible_observation,confirmed_continuous_curve
p3,1490.145264577829,16.808278899544675,2.2995994285149663,0.0936751858931757,398,396.0,1.0,0.5,False,visible,line-p3-000264,example-reviewer,accepted,,False,continuous,0,263,curve-p3-000264,reviewed_visible_observation,confirmed_continuous_curve
p3,1499.3436622918882,16.339902970078782,2.2995994285149663,0.0936751858931757,400,398.5,2.5,0.5,False,visible,line-p3-000265,example-reviewer,accepted,,True,continuous,0,264,curve-p3-000265,reviewed_visible_observation,confirmed_continuous_curve
p3,1503.942861148918,14.747424809894738,2.299599428514739,0.0936751858931899,401,407.0,12.0,0.5,False,visible,line-p3-000266,example-reviewer,accepted,,False,continuous,0,265,curve-p3-000266,reviewed_visible_observation,confirmed_continuous_curve
p3,1508.5420600059474,12.967596277924358,2.2995994285149663,0.0936751858931899,402,416.5,4.5,0.5,False,visible,line-p3-000267,example-reviewer,accepted,,False,continuous,0,266,curve-p3-000267,reviewed_visible_observation,confirmed_continuous_curve
p3,1513.141258862977,14.091698508642494,2.299599428514739,0.0936751858931757,403,410.5,7.0,0.5,False,visible,line-p3-000268,example-reviewer,accepted,,False,continuous,0,267,curve-p3-000268,reviewed_visible_observation,confirmed_continuous_curve
